--Location
INSERT INTO Location (pincode, state) VALUES
    ('380001', 'Gujarat'),
    ('380002', 'Gujarat'),
    ('380003', 'Gujarat'),
    ('380004', 'Gujarat'),
    ('380005', 'Gujarat'),
    ('380006', 'Gujarat'),
    ('380007', 'Gujarat'),
    ('380008', 'Gujarat'),
    ('380009', 'Gujarat'),
    ('380010', 'Gujarat'),
    ('400001', 'Maharashtra'),
    ('400002', 'Maharashtra'),
    ('400003', 'Maharashtra'),
    ('400004', 'Maharashtra'),
    ('400005', 'Maharashtra'),
    ('400006', 'Maharashtra'),
    ('400007', 'Maharashtra'),
    ('400008', 'Maharashtra'),
    ('400009', 'Maharashtra'),
    ('400010', 'Maharashtra'),
    ('110001', 'Delhi'),
    ('110002', 'Delhi'),
    ('110003', 'Delhi'),
    ('110004', 'Delhi'),
    ('110005', 'Delhi'),
    ('110006', 'Delhi'),
    ('110007', 'Delhi'),
    ('110008', 'Delhi'),
    ('110009', 'Delhi'),
    ('110010', 'Delhi'),
    ('700001', 'West Bengal'),
    ('700002', 'West Bengal'),
    ('700003', 'West Bengal'),
    ('700004', 'West Bengal'),
    ('700005', 'West Bengal'),
    ('700006', 'West Bengal'),
    ('700007', 'West Bengal'),
    ('700008', 'West Bengal'),
    ('700009', 'West Bengal'),
    ('700010', 'West Bengal'),
    ('302001', 'Rajasthan'),
    ('302002', 'Rajasthan'),
    ('302003', 'Rajasthan'),
    ('302004', 'Rajasthan'),
    ('302005', 'Rajasthan'),
    ('302006', 'Rajasthan'),
    ('302007', 'Rajasthan'),
    ('302008', 'Rajasthan'),
    ('302009', 'Rajasthan'),
    ('302010', 'Rajasthan');

--Charity
INSERT INTO Charity (charity_id, charity_name, pincode) VALUES 
('VMH002P003EV001V001', 'Siddharth', 'CMH002', 'CMH002P003', 'MH002EV001'),
('VMH002P003EV001V002', 'Dhruv', 'CMH002', 'CMH002P003', 'MH002EV001'),
('VMH002P003EV002V001', 'Nisha', 'CMH002', 'CMH002P003', 'MH002EV002'),
('VMH002P003EV002V002', 'Akash', 'CMH002', 'CMH002P003', 'MH002EV002'),
('VMH002P003EV002V003', 'Priya', 'CMH002', 'CMH002P003', 'MH002EV002');

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES
('VMH002P005EV001V001', 'Aarav Kumar', 'CMH002', 'CMH002P005', 'MH002EV001'),
('VMH002P005EV001V002', 'Riya Singh', 'CMH002', 'CMH002P005', 'MH002EV001'),
('VMH002P005EV001V003', 'Aditya Patel', 'CMH002', 'CMH002P005', 'MH002EV001');






INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id) VALUES
('VMH003P001EV001V001', 'Anjali Gupta', 'CMH003', 'CMH003P001', 'CMH003EV001'),
('VMH003P001EV002V001', 'Arvind Sharma', 'CMH003', 'CMH003P001', 'CMH003EV001'),
('VMH003P001EV003V001', 'Rajesh Kumar', 'CMH003', 'CMH003P001', 'CMH003EV002'),
('VMH003P001EV004V001', 'Reena Singh', 'CMH003', 'CMH003P001', 'CMH003EV002'),
('VMH003P001EV005V001', 'Kapil Sharma', 'CMH003', 'CMH003P001', 'CMH003EV003'),
('VMH003P001EV006V001', 'Sneha Kumari', 'CMH003', 'CMH003P001', 'CMH003EV003'),
('VMH003P002EV001V001', 'Akash Sharma', 'CMH003', 'CMH003P002', 'CMH003EV001'),
('VMH003P002EV002V001', 'Amit Kumar', 'CMH003', 'CMH003P002', 'CMH003EV001'),
('VMH003P002EV003V001', 'Mohit Choudhary', 'CMH003', 'CMH003P002', 'CMH003EV002'),
('VMH003P002EV004V001', 'Neha Singh', 'CMH003', 'CMH003P002', 'CMH003EV002'),
('VMH003P002EV005V001', 'Anu Sharma', 'CMH003', 'CMH003P002', 'CMH003EV003'),
('VMH003P002EV006V001', 'Gaurav Yadav', 'CMH003', 'CMH003P002', 'CMH003EV003'),
('VMH003P003EV001V001', 'Sakshi Gupta', 'CMH003', 'CMH003P003', 'CMH003EV001'),
('VMH003P003EV002V001', 'Kunal Singh', 'CMH003', 'CMH003P003', 'CMH003EV001'),
('VMH003P003EV003V001', 'Sanjeev Kumar', 'CMH003', 'CMH003P003', 'CMH003EV002'),
('VMH003P003EV004V001', 'Ravi Sharma', 'CMH003', 'CMH003P003', 'CMH003EV002'),
('VMH003P003EV005V001', 'Anjana Singh', 'CMH003', 'CMH003P003', 'CMH003EV003'),
('VMH003P003EV006V001', 'Shivam Gupta', 'CMH003', 'CMH003P003', 'CMH003EV003'),
('VMH003P004EV001V001', 'Nisha Kumari', 'CMH003', 'CMH003P004', 'CMH003EV001'),
('VMH003P004EV002V001', 'Vikram Singh', 'CMH003', 'CMH003P004', 'CMH003EV001');


INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id) VALUES
('VDL001P001EV001V001', 'Rajesh Sharma', 'CDL001', 'CDL001P001', 'DL001EV001'),
('VDL001P001EV001V002', 'Aarti Patel', 'CDL001', 'CDL001P001', 'DL001EV001'),
('VDL001P001EV001V003', 'Suresh Singh', 'CDL001', 'CDL001P001', 'DL001EV001'),
('VDL001P001EV002V001', 'Vikas Gupta', 'CDL001', 'CDL001P001', 'DL001EV002'),
('VDL001P001EV002V002', 'Amita Singh', 'CDL001', 'CDL001P001', 'DL001EV002'),
('VDL001P001EV003V001', 'Hari Dubey', 'CDL001', 'CDL001P001', 'DL001EV003'),
('VDL001P001EV003V002', 'Kavita Shah', 'CDL001', 'CDL001P001', 'DL001EV003'),
('VDL001P001EV003V003', 'Arvind Patel', 'CDL001', 'CDL001P001', 'DL001EV003'),
('VDL001P002EV001V001', 'Vidya Iyer', 'CDL001', 'CDL001P002', 'DL001EV001'),
('VDL001P002EV001V002', 'Gaurav Singh', 'CDL001', 'CDL001P002', 'DL001EV001'),
('VDL001P002EV002V001', 'Divya Patel', 'CDL001', 'CDL001P002', 'DL001EV002'),
('VDL001P002EV002V002', 'Alok Kumar', 'CDL001', 'CDL001P002', 'DL001EV002'),
('VDL001P002EV003V001', 'Riya Gupta', 'CDL001', 'CDL001P002', 'DL001EV003'),
('VDL001P002EV003V002', 'Pankaj Sharma', 'CDL001', 'CDL001P002', 'DL001EV003'),
('VDL001P002EV003V003', 'Sudha Iyer', 'CDL001', 'CDL001P002', 'DL001EV003'),
('VDL001P003EV001V001', 'Ajay Patel', 'CDL001', 'CDL001P003', 'DL001EV001'),
('VDL001P003EV001V002', 'Geeta Singh', 'CDL001', 'CDL001P003', 'DL001EV001'),
('VDL001P003EV002V001', 'Nisha Gupta', 'CDL001', 'CDL001P003', 'DL001EV002'),
('VDL001P003EV002V002', 'Rajat Singh', 'CDL001', 'CDL001P003', 'DL001EV002'),
('VDL001P003EV003V001', 'Shivani Sharma', 'CDL001', 'CDL001P003', 'DL001EV003');

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id) VALUES
('VDL002P001EV001V001', 'Amit', 'CDL002', 'CDL002P001', 'DL002EV001'),
('VDL002P001EV001V002', 'Raj', 'CDL002', 'CDL002P001', 'DL002EV001'),
('VDL002P001EV001V003', 'Arun', 'CDL002', 'CDL002P001', 'DL002EV001'),
('VDL002P001EV002V001', 'Suresh', 'CDL002', 'CDL002P001', 'DL002EV002'),
('VDL002P001EV002V002', 'Kamal', 'CDL002', 'CDL002P001', 'DL002EV002'),
('VDL002P001EV002V003', 'Ramesh', 'CDL002', 'CDL002P001', 'DL002EV002'),
('VDL002P001EV003V001', 'Gaurav', 'CDL002', 'CDL002P001', 'DL002EV003'),
('VDL002P001EV003V002', 'Mukesh', 'CDL002', 'CDL002P001', 'DL002EV003'),
('VDL002P001EV003V003', 'Rajesh', 'CDL002', 'CDL002P001', 'DL002EV003'),
('VDL002P002EV001V001', 'Aarti', 'CDL002', 'CDL002P002', 'DL002EV001'),
('VDL002P002EV001V002', 'Kavita', 'CDL002', 'CDL002P002', 'DL002EV001'),
('VDL002P002EV001V003', 'Anita', 'CDL002', 'CDL002P002', 'DL002EV001'),
('VDL002P002EV002V001', 'Preeti', 'CDL002', 'CDL002P002', 'DL002EV002'),
('VDL002P002EV002V002', 'Smita', 'CDL002', 'CDL002P002', 'DL002EV002'),
('VDL002P002EV002V003', 'Priya', 'CDL002', 'CDL002P002', 'DL002EV002'),
('VDL002P002EV003V001', 'Reena', 'CDL002', 'CDL002P002', 'DL002EV003'),
('VDL002P002EV003V002', 'Seema', 'CDL002', 'CDL002P002', 'DL002EV003'),
('VDL002P002EV003V003', 'Neha', 'CDL002', 'CDL002P002', 'DL002EV003'),
('VDL002P003EV001V001', 'Vinod', 'CDL002', 'CDL002P003', 'DL002EV001'),
('VDL002P003EV001V002', 'Rahul', 'CDL002', 'CDL002P003', 'DL002EV001'),
('VDL002P003EV001V003', 'Sandeep', 'CDL002', 'CDL002P003', 'DL002EV001');

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES
('VDL002P003EV002V001', 'Aarav Gupta', 'CDL002', 'CDL002P003', 'DL002EV002'),
('VDL002P003EV002V002', 'Aditi Sharma', 'CDL002', 'CDL002P003', 'DL002EV002'),
('VDL002P003EV002V003', 'Amit Patel', 'CDL002', 'CDL002P003', 'DL002EV002'),
('VDL002P003EV003V001', 'Chirag Singh', 'CDL002', 'CDL002P003', 'DL002EV003'),
('VDL002P003EV003V002', 'Deepa Singh', 'CDL002', 'CDL002P003', 'DL002EV003'),
('VDL002P003EV003V003', 'Esha Gupta', 'CDL002', 'CDL002P003', 'DL002EV003'),
('VDL002P004EV004V001', 'Faisal Khan', 'CDL002', 'CDL002P004', 'DL002EV001'),

('VDL002P001EV005V001', 'Jaya Mishra', 'CDL002', 'CDL002P005', 'DL002EV001'),
('VDL002P001EV005V002', 'Kunal Sharma', 'CDL002', 'CDL002P005', 'DL002EV001'),
('VDL002P001EV005V003', 'Leena Singh', 'CDL002', 'CDL002P005', 'DL002EV001'),
('VDL002P001EV006V001', 'Manish Patel', 'CDL002', 'CDL002P005', 'DL002EV002'),
('VDL002P001EV006V002', 'Neha Gupta', 'CDL002', 'CDL002P005', 'DL002EV002'),
('VDL002P001EV006V003', 'Om Singh', 'CDL002', 'CDL002P005', 'DL002EV002');

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id)
VALUES
('VDL003P003EV001V001', 'Amit', 'CDL003', 'CDL003P003', 'CDL003EV001'),
('VDL003P003EV001V002', 'Priya', 'CDL003', 'CDL003P003', 'CDL003EV001'),
('VDL003P003EV002V001', 'Rahul', 'CDL003', 'CDL003P003', 'CDL003EV002'),
('VDL003P003EV002V002', 'Anjali', 'CDL003', 'CDL003P003', 'CDL003EV002'),
('VDL003P003EV002V003', 'Kunal', 'CDL003', 'CDL003P003', 'CDL003EV002'),
('VDL003P003EV003V001', 'Neha', 'CDL003', 'CDL003P003', 'CDL003EV003'),
('VDL003P003EV003V002', 'Saurabh', 'CDL003', 'CDL003P003', 'CDL003EV003'),
('VDL003P003EV003V003', 'Shivani', 'CDL003', 'CDL003P003', 'CDL003EV003'),
('VDL003P004EV001V001', 'Pooja', 'CDL003', 'CDL003P004', 'CDL003EV001'),
('VDL003P004EV001V002', 'Aakash', 'CDL003', 'CDL003P004', 'CDL003EV001'),
('VDL003P004EV001V003', 'Varun', 'CDL003', 'CDL003P004', 'CDL003EV001'),
('VDL003P004EV002V001', 'Rohan', 'CDL003', 'CDL003P004', 'CDL003EV002'),
('VDL003P004EV002V002', 'Nidhi', 'CDL003', 'CDL003P004', 'CDL003EV002'),
('VDL003P004EV002V003', 'Siddharth', 'CDL003', 'CDL003P004', 'CDL003EV002'),
('VDL003P004EV003V001', 'Aman', 'CDL003', 'CDL003P004', 'CDL003EV003'),
('VDL003P004EV003V002', 'Priyanka', 'CDL003', 'CDL003P004', 'CDL003EV003'),
('VDL003P004EV003V003', 'Yash', 'CDL003', 'CDL003P004', 'CDL003EV003');

INSERT INTO Volunteer (volunteer_id, volunteer_name, charity_id, project_id, event_id) VALUES
('VRA001P001EV001V001', 'Arjun', 'CRA001', 'CRA001P001', 'RA001EV001'),
('VRA001P001EV001V002', 'Priya', 'CRA001', 'CRA001P001', 'RA001EV001'),
('VRA001P001EV001V003', 'Sandeep', 'CRA001', 'CRA001P001', 'RA001EV001'),
('VRA001P001EV002V001', 'Rajesh', 'CRA001', 'CRA001P001', 'RA001EV002'),
('VRA001P001EV002V002', 'Neha', 'CRA001', 'CRA001P001', 'RA001EV002'),
('VRA001P001EV002V003', 'Shruti', 'CRA001', 'CRA001P001', 'RA001EV002'),
('VRA001P001EV003V001', 'Vikas', 'CRA001', 'CRA001P001', 'RA001EV003'),
('VRA001P001EV003V002', 'Anjali', 'CRA001', 'CRA001P001', 'RA001EV003'),
('VRA001P001EV003V003', 'Amit', 'CRA001', 'CRA001P001', 'RA001EV003'),
('VRA001P002EV001V001', 'Pooja', 'CRA001', 'CRA001P002', 'RA002EV001'),
('VRA001P002EV001V002', 'Rahul', 'CRA001', 'CRA001P002', 'RA002EV001'),
('VRA001P002EV001V003', 'Mohan', 'CRA001', 'CRA001P002', 'RA002EV001'),
('VRA001P002EV002V001', 'Sachin', 'CRA001', 'CRA001P002', 'RA002EV002'),
('VRA001P002EV002V002', 'Nitin', 'CRA001', 'CRA001P002', 'RA002EV002'),
('VRA001P002EV002V003', 'Seema', 'CRA001', 'CRA001P002', 'RA002EV002'),
('VRA001P002EV003V001', 'Ankit', 'CRA001', 'CRA001P002', 'RA002EV003'),
('VRA001P002EV003V002', 'Sonali', 'CRA001', 'CRA001P002', 'RA002EV003'),
('VRA001P002EV003V003', 'Aryan', 'CRA001', 'CRA001P002', 'RA002EV003');


--Donation
INSERT INTO Donation (aadharcard_no, donation_id, donation_amount, donation_date, project_id, charity_id, method)
VALUES
    (123456789012, 'CGJ001P001D001', 1000, DATE '2022-01-15', 'CGJ001P001', 'CGJ001', 'cash'),
    (234567890123, 'CGJ001P002D002', 5000, DATE '2023-01-15', 'CGJ001P002', 'CGJ001', 'check'),
    (345678901234, 'CGJ001P003D003', 2000, DATE '2022-01-16', 'CGJ001P003', 'CGJ001', 'cash'),
    (456789012345, 'CGJ001P004D004', 1500, DATE '2023-03-16', 'CGJ001P004', 'CGJ001', 'check'),
    (567890123456, 'CGJ001P005D005', 3000, DATE '2022-01-16', 'CGJ001P005', 'CGJ001', 'cash'),
    (678901234567, 'CGJ002P001D006', 2500, DATE '2022-01-16', 'CGJ002P001', 'CGJ002', 'check'),
    (789012345678, 'CGJ002P002D007', 4000, DATE '2022-01-17', 'CGJ002P002', 'CGJ002', 'cash'),
    (890123456789, 'CGJ002P003D008', 3000, DATE '2023-03-17', 'CGJ002P003', 'CGJ002', 'check'),
    (901234567890, 'CGJ002P004D009', 5000, DATE '2022-07-17', 'CGJ002P004', 'CGJ002', 'cash'),
    (112345678901, 'CGJ002P005D010', 1000, DATE '2022-01-18', 'CGJ002P005', 'CGJ002', 'check'),
    (123456789012, 'CGJ003P001D011', 2000, DATE '2022-01-18', 'CGJ003P001', 'CGJ003', 'cash'),
    (234567890123, 'CGJ003P002D012', 1500, DATE '2023-02-18', 'CGJ003P002', 'CGJ003', 'check'),
    (345678901234, 'CGJ003P003D013', 3000, DATE '2022-10-19', 'CGJ003P003', 'CGJ003', 'cash'),
    (456789012345, 'CGJ003P004D014', 2500, DATE '2023-01-30', 'CGJ003P004', 'CGJ003', 'check'),
    (567890123456, 'CGJ003P005D015', 4000, DATE '2022-01-19', 'CGJ003P005', 'CGJ003', 'cash'),
    (123456789012, 'CMH001P001D016', 2000, DATE '2023-01-29', 'CMH001P001', 'CMH001', 'check'),
    (234567890123, 'CMH001P002D017', 1500, DATE '2022-01-20', 'CMH001P002', 'CMH001', 'cash');

INSERT INTO Donation (aadharcard_no, donation_id, donation_amount, donation_date, project_id, charity_id, method) VALUES
  (223456789012, 'CGJ001P001D018', 5000, DATE '2022-01-05', 'CGJ001P001', 'CGJ001', 'cash'),
  (334567890123, 'CGJ001P002D019', 2500, DATE '2022-02-10', 'CGJ001P002', 'CGJ001', 'check'),
  (445678901234, 'CGJ001P003D020', 10000, DATE '2023-03-15', 'CGJ001P003', 'CGJ001', 'cash'),
  (556789012345, 'CGJ001P004D021', 7500, DATE '2022-04-20', 'CGJ001P004', 'CGJ001', 'check'),
  (667890123456, 'CGJ001P005D022', 3000, DATE '2022-05-25', 'CGJ001P005', 'CGJ001', 'cash'),
  (778901234567, 'CGJ002P001D023', 5000, DATE '2022-06-30', 'CGJ002P001', 'CGJ002', 'check'),
  (889012345678, 'CGJ002P002D024', 10000, DATE '2022-07-05', 'CGJ002P002', 'CGJ002', 'cash'),
  (990123456789, 'CGJ002P003D025', 5000, DATE '2022-08-10', 'CGJ002P003', 'CGJ002', 'check'),
  (111111111188, 'CGJ002P004D026', 2500, DATE '2022-09-15', 'CGJ002P004', 'CGJ002', 'cash'),
  (222222222212, 'CGJ002P005D027', 10000, DATE '2022-10-20', 'CGJ002P005', 'CGJ002', 'check'),
  (223456789012, 'CGJ003P001D028', 5000, DATE '2022-11-25', 'CGJ003P001', 'CGJ003', 'cash'),
  (334567890123, 'CGJ003P002D029', 7500, DATE '2022-12-30', 'CGJ003P002', 'CGJ003', 'check'),
  (445678901234, 'CGJ003P003D030', 10000, DATE '2023-01-05', 'CGJ003P003', 'CGJ003', 'cash'),
  (556789012345, 'CGJ003P004D031', 5000, DATE '2023-02-10', 'CGJ003P004', 'CGJ003', 'check'),
  (667890123456, 'CGJ003P005D032', 2500, DATE '2023-03-15', 'CGJ003P005', 'CGJ003', 'cash'),
  (778901234567, 'CMH001P001D033', 10000, DATE '2023-04-20', 'CMH001P001', 'CMH001', 'check');

INSERT INTO Donation (aadharcard_no, donation_id, donation_amount, donation_date, project_id, charity_id, method)
VALUES
(333337890123, 'CMH001P001D034', 5000, DATE '2022-01-15', 'CMH001P001', 'CMH001', 'cash'),
(333338901234, 'CMH001P001D035', 10000, DATE '2023-02-20', 'CMH002P003', 'CMH002', 'check'),
(333339012345, 'CMH001P001D036', 7500, DATE '2022-03-18', 'CMH001P004', 'CMH001', 'cash'),
(333330123456, 'CMH001P001D037', 12000, DATE '2022-04-22', 'CMH002P001', 'CMH002', 'check'),
(333331234567, 'CMH001P001D038', 6000, DATE '2022-05-29', 'CMH001P002', 'CMH001', 'cash'),
(333332345678, 'CMH001P001D039', 9000, DATE '2022-06-14', 'CMH002P005', 'CMH002', 'check'),
(333333456789, 'CMH001P001D040', 8000, DATE '2022-07-27', 'CMH003P001', 'CMH003', 'cash'),
(333335678901, 'CMH001P001D041', 15000, DATE '2022-08-30', 'CMH003P002', 'CMH003', 'check'),
(333336789012, ' CMH001P001D042', 1000, DATE '2022-09-11', 'CMH003P005', 'CMH003', 'cash'),
(333337800123, ' CMH001P001D043', 500, DATE '2022-10-25', 'CMH001P005', 'CMH001', 'check');

INSERT INTO Donation (aadharcard_no, donation_id, donation_amount, donation_date, project_id, charity_id, method) VALUES
    (445678904444, 'CDL003P001D044', 5000, DATE '2022-01-15', 'CWB001P001', 'CWB001', 'cash'),
    (556789014444, 'CDL003P002D045', 10000, DATE '2023-02-25', 'CWB001P002', 'CWB001', 'check'),
    (667890124444, 'CDL003P003D046', 15000, DATE '2022-03-10', 'CWB001P003', 'CWB001', 'cash'),
    (778901234444, 'CDL003P004D047', 20000, DATE '2022-04-05', 'CWB001P004', 'CWB001', 'check'),
    (889012344444, 'CDL003P005D048', 25000, DATE '2022-05-20', 'CWB001P005', 'CWB001', 'cash'),
    (990123454444, 'CDL003P006D049', 30000, DATE '2022-06-30', 'CWB002P001', 'CWB002', 'check'),
    (112345674444, 'CDL003P007D050', 35000, DATE '2023-01-15', 'CWB002P002', 'CWB002', 'cash'),
    (223456784444, 'CDL003P008D051', 40000, DATE '2022-08-20', 'CWB002P003', 'CWB002', 'check'),
    (334567894444, 'CDL003P009D052', 45000, DATE '2022-09-10', 'CWB002P004', 'CWB002', 'cash'),
    (445678444444, 'CDL003P010D053', 50000, DATE '2022-10-05', 'CWB002P005', 'CWB002', 'check');


INSERT INTO Donation (aadharcard_no, donation_id, donation_amount, donation_date, project_id, charity_id, method) VALUES
(88292012001, 'CDL003P001D054', 5000, DATE '2022-01-15', 'CRA001P001', 'CRA001', 'cash'),
(882920120002, 'CDL003P001D055', 3000, DATE '2022-02-18', 'CRA001P002', 'CRA001', 'check'),
(882920345003, 'CDL003P001D056', 2000, DATE '2022-03-22', 'CRA001P003', 'CRA001', 'cash'),
(882920456004, 'CDL003P001D057', 10000, DATE '2022-04-10', 'CRA001P004', 'CRA001', 'check'),
(882920567005, 'CDL003P001D058', 1500, DATE '2022-05-20', 'CRA001P005', 'CRA001', 'cash'),
(882920890006, 'CDL003P001D059', 8000, DATE '2022-06-27', 'CRA002P001', 'CRA002', 'check'),
(99292880007, 'CDL003P001D060', 6000, DATE '2022-07-12', 'CRA002P002', 'CRA002', 'cash'),
(882920901008, 'CDL003P001D061', 9000, DATE '2022-08-08', 'CRA002P003', 'CRA002', 'check'),
(882920012009, 'CDL003P001D062', 4000, DATE '2022-09-03', 'CRA002P004', 'CRA002', 'cash'),
(88292023010, 'CDL003P001D063', 12000, DATE '2022-10-29', 'CRA002P005', 'CRA002', 'check'),
(88292034011, 'CDL003P001D064', 2500, DATE '2022-11-05', 'CRA003P001', 'CRA003', 'cash'),
(882920345012, 'CDL003P001D065', 3500, DATE '2022-12-17', 'CRA003P002', 'CRA003', 'check'),
(882920456013, 'CDL003P001D066', 5000, DATE '2023-01-02', 'CRA003P003', 'CRA003', 'cash'),
(882920567014, 'CDL003P001D067', 7000, DATE '2023-02-09', 'CRA003P004', 'CRA003', 'check'),
(882920789015, 'CDL003P001D068', 9000, DATE '2023-03-14', 'CRA003P005', 'CRA003', 'cash');


--Works_on


INSERT INTO Works_on (project_id, charity_id, employee_id)
VALUES
('CGJ001P001', 'CGJ001', 'CGJ001E006'),
('CGJ001P001', 'CGJ001', 'CGJ001E007'),
('CGJ001P002', 'CGJ001', 'CGJ001E008'),
('CGJ001P002', 'CGJ001', 'CGJ001E009'),
('CGJ001P003', 'CGJ001', 'CGJ001E010'),
('CGJ002P001', 'CGJ002', 'CGJ002E006'),
('CGJ002P002', 'CGJ002', 'CGJ002E007'),
('CGJ002P003', 'CGJ002', 'CGJ002E008'),
('CGJ002P004', 'CGJ002', 'CGJ002E009'),
('CGJ002P005', 'CGJ002', 'CGJ002E010'),
('CGJ003P001', 'CGJ003', 'CGJ003E006'),
('CGJ003P002', 'CGJ003', 'CGJ003E007'),
('CGJ003P003', 'CGJ003', 'CGJ003E008'),
('CGJ003P004', 'CGJ003', 'CGJ003E009'),
('CGJ003P005', 'CGJ003', 'CGJ003E010');


INSERT INTO Works_on (project_id, charity_id, employee_id) VALUES
('CMH001P001', 'CMH001', 'MH001E06'),
('CMH001P001', 'CMH001', 'MH001E07'),
('CMH001P002', 'CMH001', 'MH001E08'),
('CMH001P002', 'CMH001', 'MH001E09'),
('CMH001P003', 'CMH001', 'MH001E10'),
('CMH001P003', 'CMH001', 'MH001E06'),
('CMH001P004', 'CMH001', 'MH001E07'),
('CMH001P004', 'CMH001', 'MH001E08'),
('CMH001P005', 'CMH001', 'MH001E09'),
('CMH001P005', 'CMH001', 'MH001E10'),
('CMH002P001', 'CMH002', 'MH002E06'),
('CMH002P001', 'CMH002', 'MH002E07'),
('CMH002P002', 'CMH002', 'MH002E08'),
('CMH002P002', 'CMH002', 'MH002E09'),
('CMH002P003', 'CMH002', 'MH002E10'),
('CMH002P003', 'CMH002', 'MH002E06'),
('CMH002P004', 'CMH002', 'MH002E07'),
('CMH002P004', 'CMH002', 'MH002E08'),
('CMH002P005', 'CMH002', 'MH002E09'),
('CMH002P005', 'CMH002', 'MH002E10'),
('CMH003P001', 'CMH003', 'MH003E06'),
('CMH003P001', 'CMH003', 'MH003E07'),
('CMH003P002', 'CMH003', 'MH003E08'),
('CMH003P002', 'CMH003', 'MH003E09'),
('CMH003P003', 'CMH003', 'MH003E10'),
('CMH003P003', 'CMH003', 'MH003E06'),
('CMH003P004', 'CMH003', 'MH003E07'),
('CMH003P004', 'CMH003', 'MH003E08'),
('CMH003P005', 'CMH003', 'MH003E09'),
('CMH003P005', 'CMH003', 'MH003E10');


INSERT INTO Works_on (project_id, charity_id, employee_id)
VALUES
('CDL001P001', 'CDL001', 'DL001E06'),
('CDL001P001', 'CDL001', 'DL001E07'),
('CDL001P002', 'CDL001', 'DL001E07'),
('CDL001P003', 'CDL001', 'DL001E08'),
('CDL001P003', 'CDL001', 'DL001E09'),
('CDL001P004', 'CDL001', 'DL001E10'),
('CDL001P005', 'CDL001', 'DL001E06'),
('CDL002P001', 'CDL002', 'HFC00206'),
('CDL002P002', 'CDL002', 'HFC00207'),
('CDL002P002', 'CDL002', 'HFC00208'),
('CDL002P003', 'CDL002', 'HFC00208'),
('CDL002P004', 'CDL002', 'HFC00209'),
('CDL002P005', 'CDL002', 'HFC00210'),
('CDL003P001', 'CDL003', 'SSC00306'),
('CDL003P001', 'CDL003', 'SSC00307'),
('CDL003P002', 'CDL003', 'SSC00307'),
('CDL003P003', 'CDL003', 'SSC00308'),
('CDL003P003', 'CDL003', 'SSC00309'),
('CDL003P004', 'CDL003', 'SSC00310'),
('CDL003P005', 'CDL003', 'SSC00306');


INSERT INTO Works_on (project_id, charity_id, employee_id)
VALUES
('CWB001P001', 'CWB001', 'SSCWB00106'),
('CWB001P001', 'CWB001', 'SSCWB00107'),
('CWB001P002', 'CWB001', 'SSCWB00108'),
('CWB001P002', 'CWB001', 'SSCWB00109'),
('CWB001P002', 'CWB001', 'SSCWB00110'),
('CWB001P003', 'CWB001', 'SSCWB00106'),
('CWB001P003', 'CWB001', 'SSCWB00107'),
('CWB001P003', 'CWB001', 'SSCWB00109'),
('CWB001P004', 'CWB001', 'SSCWB00107'),
('CWB001P004', 'CWB001', 'SSCWB00110'),
('CWB001P005', 'CWB001', 'SSCWB00108'),
('CWB001P005', 'CWB001', 'SSCWB00110'),
('CWB002P001', 'CWB002', 'PR006'),
('CWB002P001', 'CWB002', 'PR007'),
('CWB002P002', 'CWB002', 'PR008'),
('CWB002P002', 'CWB002', 'PR009'),
('CWB002P002', 'CWB002', 'PR010'),
('CWB002P003', 'CWB002', 'PR006'),
('CWB002P003', 'CWB002', 'PR008'),
('CWB002P003', 'CWB002', 'PR009'),
('CWB002P004', 'CWB002', 'PR006'),
('CWB002P004', 'CWB002', 'PR007'),
('CWB002P004', 'CWB002', 'PR010'),
('CWB002P005', 'CWB002', 'PR006'),
('CWB002P005', 'CWB002', 'PR009'),
('CWB003P001', 'CWB003', 'SP006'),
('CWB003P001', 'CWB003', 'SP007'),
('CWB003P002', 'CWB003', 'SP008'),
('CWB003P002', 'CWB003', 'SP009'),
('CWB003P002', 'CWB003', 'SP010'),
('CWB003P003', 'CWB003', 'SP006'),
('CWB003P003', 'CWB003', 'SP009'),
('CWB003P004', 'CWB003', 'SP007'),
('CWB003P004', 'CWB003', 'SP008'),
('CWB003P004', 'CWB003', 'SP010'),
('CWB003P005', 'CWB003', 'SP006'),
('CWB003P005', 'CWB003', 'SP010');


INSERT INTO Works_on (project_id, charity_id, employee_id) VALUES
('CRA001P001', 'CRA001', 'AS006'),
('CRA001P001', 'CRA001', 'AS007'),
('CRA001P002', 'CRA001', 'AS008'),
('CRA001P002', 'CRA001', 'AS009'),
('CRA001P003', 'CRA001', 'AS010'),
('CRA001P003', 'CRA001', 'AS006'),
('CRA001P004', 'CRA001', 'AS007'),
('CRA001P004', 'CRA001', 'AS008'),
('CRA001P005', 'CRA001', 'AS009'),
